source	target	interaction	symmetry	weight	negation
at3g25805	at3g52850	ppi	symmetrical	1.0	affirmative
at1g21240	at3g22845	ppi	symmetrical	1.0	affirmative
at1g14810	at5g13840	ppi	symmetrical	1.0	affirmative
at2g19190	at4g14455	ppi	symmetrical	1.0	affirmative
at1g19980	at2g32980	ppi	symmetrical	1.0	affirmative
at4g33950	at5g59220	regulation	asymmetrical	1.0	affirmative
at1g77350	at5g13720	ppi	symmetrical	1.0	affirmative
at2g26330	at4g30850	ppi	symmetrical	1.0	affirmative
at1g28480	at5g06960	ppi	symmetrical	1.0	affirmative
at4g16240	at4g34460	ppi	symmetrical	1.0	affirmative
at2g25730	at3g10650	ppi	symmetrical	1.0	affirmative
at2g30470	at3g01320	ppi	symmetrical	1.0	affirmative
at1g14700	at5g39040	ppi	symmetrical	1.0	affirmative
at2g30020	at5g66680	ppi	symmetrical	1.0	affirmative
at1g48440	at1g63110	ppi	symmetrical	1.0	affirmative
at2g35500	at2g42790	ppi	symmetrical	1.0	affirmative
at1g80670	at3g62030	ppi	symmetrical	1.0	affirmative
at1g16170	at4g18640	ppi	symmetrical	1.0	affirmative
at2g22370	at3g21350	ppi	symmetrical	1.0	affirmative
at1g24400	at5g52240	ppi	symmetrical	1.0	affirmative
at1g47640	at5g44650	ppi	symmetrical	1.0	affirmative
at1g21240	at1g69850	ppi	symmetrical	1.0	affirmative
at3g07540	at3g17210	ppi	symmetrical	0.0	affirmative
at1g71110	at3g08040	ppi	symmetrical	1.0	affirmative
at2g43010	at5g49230	ppi	symmetrical	1.0	affirmative
at1g35160	at1g69670	ppi	symmetrical	1.0	affirmative
at4g16250	at5g35840	ppi	symmetrical	1.0	affirmative
at1g11330	at1g29060	ppi	symmetrical	1.3075416695	affirmative
at4g01370	at4g26070	ppi	symmetrical	1.0	affirmative
at4g27435	at5g49540	ppi	symmetrical	1.0	affirmative
at1g10210	at1g64620	phosphorylation	asymmetrical	1.0	affirmative
at3g44930	at5g41990	ppi	symmetrical	1.0	affirmative
at1g21460	at3g66654	ppi	symmetrical	1.0	affirmative
at1g29060	at2g04080	ppi	symmetrical	1.0	affirmative
at2g22425	at4g23090	ppi	symmetrical	1.0	affirmative
at1g09380	at5g49540	ppi	symmetrical	1.0	affirmative
at5g12480	at5g59650	ppi	symmetrical	1.0	affirmative
at1g59580	at2g38300	phosphorylation	asymmetrical	1.0	affirmative
at3g21090	at5g25752	ppi	symmetrical	1.0	affirmative
at4g17730	at5g03540	ppi	symmetrical	1.0	affirmative
at2g43330	at4g14455	ppi	symmetrical	1.0	affirmative
at1g70410	at3g54900	ppi	symmetrical	1.0	affirmative
at1g16260	at5g49540	ppi	symmetrical	1.0	affirmative
at4g00480	at5g24520	ppi	symmetrical	1.0	affirmative
at2g44110	at5g49540	ppi	symmetrical	1.0	affirmative
at3g54020	at4g19030	ppi	symmetrical	1.0	affirmative
at2g43700	at4g30850	ppi	symmetrical	1.0	affirmative
at1g35670	at1g56280	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at3g24530	inhibition	asymmetrical	1.0	affirmative
at3g10640	at5g10530	ppi	symmetrical	1.0	affirmative
at1g51660	at5g52760	regulation	asymmetrical	1.0	affirmative
at1g59580	at2g44930	phosphorylation	asymmetrical	1.0	affirmative
at3g66654	at5g13720	ppi	symmetrical	1.0	affirmative
at2g23070	at4g27800	ppi	symmetrical	1.0	affirmative
at2g26180	at5g41940	ppi	symmetrical	1.0	affirmative
at2g36010/at5g02470	at1g07270	positive_regulation	asymmetrical	1.0	affirmative
at3g54180	at5g48820	ppi	symmetrical	1.0	affirmative
at5g10470	at5g19440	ppi	symmetrical	1.0	affirmative
at2g35520	at5g06320	ppi	symmetrical	1.0	affirmative
at1g35670	at1g65290	ppi	symmetrical	1.0	affirmative
at4g30850	at5g13580	ppi	symmetrical	1.0	affirmative
at3g58780	at4g37940	ppi	symmetrical	1.0	affirmative
at2g39290	at3g66654	ppi	symmetrical	1.0	affirmative
at1g13870	at5g58290	ppi	symmetrical	1.0	affirmative
at1g21240	at3g18480	ppi	symmetrical	1.0	affirmative
at1g63120	at3g59090	ppi	symmetrical	1.0	affirmative
at4g38690	at5g58150	ppi	symmetrical	1.0	affirmative
at2g23790	at4g38690	ppi	symmetrical	1.0	affirmative
at1g76760	at5g13810	ppi	symmetrical	1.0	affirmative
at2g25600	at5g41940	ppi	symmetrical	1.0	affirmative
at2g43790	at5g10140	phosphorylation	asymmetrical	1.0	affirmative
at5g16560	at5g18580	ppi	symmetrical	1.0	affirmative
at2g41705	at5g10190	ppi	symmetrical	1.0	affirmative
at2g42830	at4g37940	ppi	symmetrical	1.0	affirmative
at2g20180	at1g03270	positive_regulation	asymmetrical	0.0	affirmative
at3g45640	at1g72010	phosphorylation	asymmetrical	1.0	affirmative
at1g50290	at5g59650	ppi	symmetrical	0.0	affirmative
at1g17280	at3g17440	ppi	symmetrical	1.0	affirmative
at1g71380	at3g24810	ppi	symmetrical	1.0	affirmative
at3g08040	at3g45440	ppi	symmetrical	1.0	affirmative
at4g00430	at4g20790	ppi	symmetrical	1.0	affirmative
at3g13920	at3g48750	ppi	symmetrical	1.0	affirmative
at2g17520	at2g14610	regulation	asymmetrical	1.0	affirmative
at4g30850	at5g10190	ppi	symmetrical	1.0	affirmative
at1g58520	at2g41705	ppi	symmetrical	1.0	affirmative
at4g31840	at4g37680	ppi	symmetrical	1.0	affirmative
at1g76185	at5g59650	ppi	symmetrical	1.0	affirmative
at2g18170	at3g23310	phosphorylation	asymmetrical	1.0	affirmative
at2g38330	at3g12180	ppi	symmetrical	1.0	affirmative
at2g41090	at4g24390	ppi	symmetrical	1.3502549295	affirmative
at3g49750	at4g21650	ppi	symmetrical	1.0	affirmative
at1g78300	at2g07560	ppi	symmetrical	1.0	affirmative
at2g01950	at3g16370	ppi	symmetrical	1.0	affirmative
at4g25360	at5g06530	ppi	symmetrical	1.0	affirmative
at1g11350	at4g37680	ppi	symmetrical	1.0	affirmative
at5g19130	at5g59650	ppi	symmetrical	1.0	affirmative
at2g26180	at3g13670	ppi	symmetrical	1.0	affirmative
at1g29060	at1g58340	ppi	symmetrical	1.0	affirmative
at1g03070	at5g11890	ppi	symmetrical	1.0	affirmative
at2g43690	at4g20790	ppi	symmetrical	1.0	affirmative
at2g37040	at3g59940	ppi	symmetrical	1.0	affirmative
at5g17420	at5g52420	ppi	symmetrical	1.0	affirmative
at5g01640	at5g58750	ppi	symmetrical	1.0	affirmative
at2g23980	at3g08040	ppi	symmetrical	1.0	affirmative
at1g34640	at5g19700	ppi	symmetrical	0.0	affirmative
at2g41400	at5g10610	ppi	symmetrical	1.0	affirmative
at2g03620	at3g66654	ppi	symmetrical	1.0	affirmative
at4g33360	at5g22290	ppi	symmetrical	1.0	affirmative
at2g27990	at3g27960	ppi	symmetrical	1.0	affirmative
at4g08300	at5g20520	ppi	symmetrical	1.0	affirmative
at1g51660	at3g47540	regulation	asymmetrical	1.0	affirmative
at1g48480	at3g20600	ppi	symmetrical	1.0	affirmative
at2g15970	at3g03210	ppi	symmetrical	1.0	affirmative
at1g21870	at1g29060	ppi	symmetrical	1.0	affirmative
at2g45200	at4g14690	ppi	symmetrical	1.0	affirmative
at3g59780	at5g37050	ppi	symmetrical	1.0	affirmative
at3g27200	at5g25752	ppi	symmetrical	1.0	affirmative
at1g47640	at5g41800	ppi	symmetrical	1.0	affirmative
at1g13270	at5g42980	ppi	symmetrical	1.0	affirmative
at3g03210	at4g33430	ppi	symmetrical	1.0	affirmative
at1g59580	at3g58710	phosphorylation	asymmetrical	1.0	affirmative
at2g41705	at5g43460	ppi	symmetrical	1.0	affirmative
at1g16260	at1g21240	ppi	symmetrical	1.0	affirmative
at2g20180	at1g68220	positive_regulation	asymmetrical	1.0	affirmative
at1g52600	at3g10640	ppi	symmetrical	1.0	affirmative
at5g38660	at5g52240	ppi	symmetrical	1.0	affirmative
at1g14390	at5g49540	ppi	symmetrical	1.0	affirmative
at1g18660	at3g48150	ppi	symmetrical	1.0	affirmative
at3g55130	at4g10080	ppi	symmetrical	0.0	affirmative
at3g58780	at5g13790	ppi	symmetrical	1.0	affirmative
at1g31820	at4g00400	ppi	symmetrical	1.0	affirmative
at2g24220	at3g54020	ppi	symmetrical	1.0	affirmative
at2g39940	at5g63110	ppi	symmetrical	1.0	affirmative
at1g51170	at4g14640	ppi	symmetrical	1.0	affirmative
at1g29060	at4g03600	ppi	symmetrical	1.0	affirmative
at3g10640	at3g16670	ppi	symmetrical	1.0	affirmative
at1g27290	at3g05360	ppi	symmetrical	1.0	affirmative
at4g11330	at5g60200	phosphorylation	asymmetrical	1.0	affirmative
at3g45640	at2g40510	phosphorylation	asymmetrical	1.0	affirmative
at2g02040	at5g37050	ppi	symmetrical	1.0	affirmative
at1g47260	at4g25680	ppi	symmetrical	1.0	affirmative
at1g20610	at2g38620	ppi	symmetrical	1.0	affirmative
at2g47430	at5g03730	ppi	symmetrical	1.262442638	affirmative
at1g64900	at5g23450	ppi	symmetrical	1.0	affirmative
at4g11330	at2g20760	phosphorylation	asymmetrical	1.0	affirmative
at1g18890	at3g19290	ppi	symmetrical	1.0	affirmative
at2g20000	at2g39090	ppi	symmetrical	1.0	affirmative
at3g16310	at4g14455	ppi	symmetrical	1.0	affirmative
at3g11410	at4g22200	dephosphorylation	asymmetrical	0.0	affirmative
at2g41090	at3g62420	ppi	symmetrical	1.3502549295	affirmative
at1g47260	at3g54120	ppi	symmetrical	1.0	affirmative
at2g32950	at4g16250	ppi	symmetrical	1.0	affirmative
at1g49200	at5g11890	ppi	symmetrical	1.0	affirmative
at1g57680	at5g59650	ppi	symmetrical	1.0	affirmative
at1g08430	at2g16030	ppi	symmetrical	1.0	affirmative
at2g04480	at3g18800	ppi	symmetrical	1.0	affirmative
at1g59580	at1g59810	phosphorylation	asymmetrical	1.0	affirmative
at2g39530	at4g14455	ppi	symmetrical	1.0	affirmative
at1g22300	at1g24020	ppi	symmetrical	1.0	affirmative
at4g04525	at5g11890	ppi	symmetrical	1.0	affirmative
at2g26180	at4g04750	ppi	symmetrical	0.0	affirmative
at1g04310	at2g02020	ppi	symmetrical	1.0	affirmative
at1g09860	at2g07771	ppi	symmetrical	1.0	affirmative
at3g61430	at4g24090	ppi	symmetrical	1.0	affirmative
at3g07540	at3g08040	ppi	symmetrical	0.0	affirmative
at1g31812	at2g41050	ppi	symmetrical	1.0	affirmative
at1g62300	at1g78300	ppi	symmetrical	1.447972548	affirmative
at1g21240	at4g17680	ppi	symmetrical	1.0	affirmative
at2g40270	at5g37050	ppi	symmetrical	1.0	affirmative
at2g20180	at2g15050	inhibition	asymmetrical	1.0	affirmative
at3g18800	at5g43460	ppi	symmetrical	1.0	affirmative
at1g48240	at4g35580	ppi	symmetrical	1.0	affirmative
at3g54180	at4g03270	ppi	symmetrical	1.0	affirmative
at2g20180	at1g71860	inhibition	asymmetrical	1.0	affirmative
at1g65690	at5g58050	ppi	symmetrical	1.3016236145	affirmative
at3g43810	atcg00020	ppi	symmetrical	1.0	affirmative
at2g33120	at5g03545	ppi	symmetrical	1.0	affirmative
at2g05830	at3g50630	ppi	symmetrical	1.0	affirmative
at1g24400	at1g27290	ppi	symmetrical	1.0	affirmative
at1g17080	at3g60600	ppi	symmetrical	1.0	affirmative
at5g11890	at5g62710	ppi	symmetrical	1.0	affirmative
at1g25320	at3g25805	ppi	symmetrical	1.0	affirmative
at5g13790	at5g42630	positive_regulation	asymmetrical	1.0	affirmative
at4g25360	at4g36820	ppi	symmetrical	1.0	affirmative
at4g25360	at5g15500	ppi	symmetrical	1.0	affirmative
at4g23190	at5g59650	ppi	symmetrical	1.7349421465	affirmative
at3g08930	at4g11490	ppi	symmetrical	1.0	affirmative
at1g17970	at4g33690	ppi	symmetrical	1.0	affirmative
at1g51580	at2g44950	ppi	symmetrical	1.0	affirmative
at3g29350	at3g48100	ppi	symmetrical	1.0	affirmative
at2g20180	at5g63190	positive_regulation	asymmetrical	1.0	affirmative
at3g47960	at3g48260	ppi	symmetrical	1.0	affirmative
at5g59650	at5g66680	ppi	symmetrical	1.0	affirmative
at1g44960	at1g69870	ppi	symmetrical	1.0	affirmative
at1g11330	at1g27290	ppi	symmetrical	1.3075416695	affirmative
at3g62400	at4g14455	ppi	symmetrical	1.0	affirmative
at4g33690	at5g22310	ppi	symmetrical	1.0	affirmative
at1g10950	at4g14455	ppi	symmetrical	1.0	affirmative
at1g63120	at2g04050	ppi	symmetrical	1.0	affirmative
at1g16170	at4g31330	ppi	symmetrical	1.0	affirmative
at3g17000	at4g30190	ppi	symmetrical	1.0	affirmative
at1g21240	at3g59730	ppi	symmetrical	1.0	affirmative
at1g65985	at5g49540	ppi	symmetrical	1.0	affirmative
at3g13710	at3g29270	ppi	symmetrical	1.0	affirmative
at3g59900	at5g66680	ppi	symmetrical	1.0	affirmative
at3g45440	at5g63770	ppi	symmetrical	1.0	affirmative
at1g31812	at2g29250	ppi	symmetrical	1.0	affirmative
at4g21680	at5g06100	ppi	symmetrical	1.0	affirmative
at3g02880	at3g03210	ppi	symmetrical	1.0	affirmative
at1g51660	at5g38900	regulation	asymmetrical	1.0	affirmative
at1g34640	at5g55330	ppi	symmetrical	0.0	affirmative
at4g26200	at4g37770	ppi	symmetrical	1.0	affirmative
at3g11730	at5g07110	ppi	symmetrical	0.0	affirmative
at3g48750	at2g38620	regulation	asymmetrical	1.0	affirmative
at1g20490	at4g30560	ppi	symmetrical	1.0	affirmative
at1g20930	at3g11270	ppi	symmetrical	1.0	affirmative
at2g26180	at3g05360	ppi	symmetrical	1.0	affirmative
at1g27290	at2g01680	ppi	symmetrical	1.0	affirmative
at1g17280	at5g55930	ppi	symmetrical	1.0	affirmative
at2g20180	at5g65270	inhibition	asymmetrical	1.0	affirmative
at1g47640	at3g53510	ppi	symmetrical	1.0	affirmative
at1g16170	at3g29270	ppi	symmetrical	1.0	affirmative
at1g12310	at2g23420	ppi	symmetrical	1.0	affirmative
at4g05370	at4g32650	ppi	symmetrical	1.0	affirmative
at1g33600	at1g64900	ppi	symmetrical	1.891596044	affirmative
at2g20300	at3g13175	ppi	symmetrical	1.0	affirmative
at1g27290	at1g44960	ppi	symmetrical	1.0	affirmative
at2g25000	at5g41520	ppi	symmetrical	1.0	affirmative
at5g20090	at5g50320	ppi	symmetrical	1.0	affirmative
at1g32350	at5g63770	ppi	symmetrical	1.0	affirmative
at5g11260	at2g42870	positive_regulation	asymmetrical	1.0	affirmative
at3g22960	at3g60360	ppi	symmetrical	1.0	affirmative
at5g03180	at5g37050	ppi	symmetrical	1.0	affirmative
at4g36180	at5g49540	ppi	symmetrical	1.0	affirmative
at5g17420	at5g49540	ppi	symmetrical	1.0	affirmative
at1g52340	at4g16143	ppi	symmetrical	1.0	affirmative
at4g30500	at4g31340	ppi	symmetrical	1.0	affirmative
at1g47640	at1g77110	ppi	symmetrical	1.0	affirmative
at1g07530	at2g41100	ppi	symmetrical	1.0	affirmative
at1g63110	at1g75810	ppi	symmetrical	1.0	affirmative
at3g06100	at3g12180	ppi	symmetrical	1.0	affirmative
at1g07860	at5g19570	ppi	symmetrical	1.0	affirmative
at1g70520	at2g42290	ppi	symmetrical	1.3880005005	affirmative
at5g11890	at5g27370	ppi	symmetrical	1.0	affirmative
at4g29810	at2g32680	regulation	asymmetrical	1.0	affirmative
at1g75140	at2g36430	ppi	symmetrical	1.0	affirmative
at1g30270	at2g26650	phosphorylation	asymmetrical	1.0	affirmative
at5g56580	at1g01560	phosphorylation	asymmetrical	1.0	affirmative
at1g18150	at2g26695	phosphorylation	asymmetrical	1.0	affirmative
at1g58520	at4g32600	ppi	symmetrical	1.0	affirmative
at3g62420	at4g34590	ppi	symmetrical	1.0	affirmative
at3g12180	at4g37250	ppi	symmetrical	1.0	affirmative
at1g51660	at2g43000	regulation	asymmetrical	1.224462566	affirmative
at4g16620	at5g06100	ppi	symmetrical	1.0	affirmative
at1g78300	at2g30770	ppi	symmetrical	1.0	affirmative
at1g30860	at3g01690	ppi	symmetrical	1.0	affirmative
at3g55090	at5g49540	ppi	symmetrical	1.0	affirmative
at1g07660	at5g22220	ppi	symmetrical	1.0	affirmative
at1g32210	at3g25805	ppi	symmetrical	1.0	affirmative
at3g56860	at4g26840	ppi	symmetrical	1.0	affirmative
at1g63650	at3g13540	ppi	symmetrical	1.0	affirmative
at1g30840	at4g26450	ppi	symmetrical	1.0	affirmative
at2g24230	at3g08040	ppi	symmetrical	1.0	affirmative
at3g45640	at1g59810	phosphorylation	asymmetrical	1.0	affirmative
at1g10090	at3g08040	ppi	symmetrical	1.0	affirmative
at3g45640	at1g43700	phosphorylation	asymmetrical	1.0	affirmative
at1g14700	at5g23550	ppi	symmetrical	1.0	affirmative
at2g20180	at4g26790	inhibition	asymmetrical	1.3916603785000001	affirmative
at2g01275	at3g25805	ppi	symmetrical	1.0	affirmative
at2g36010	at3g12280	ppi	symmetrical	1.0	affirmative
at1g56540	at2g41620	ppi	symmetrical	1.0	affirmative
at5g10190	at5g49890	ppi	symmetrical	1.0	affirmative
at2g26180	at2g28960	ppi	symmetrical	1.0	affirmative
at3g28220	at3g53190	ppi	symmetrical	1.0	affirmative
at1g68090	at2g26180	ppi	symmetrical	1.0	affirmative
at1g29060	at5g13720	ppi	symmetrical	1.0	affirmative
at5g38560	at5g59650	ppi	symmetrical	1.0	affirmative
at1g63110	at5g19060	ppi	symmetrical	1.0	affirmative
at3g08040	at5g27370	ppi	symmetrical	1.0	affirmative
at1g17280	at4g22730	ppi	symmetrical	1.0	affirmative
at1g12110	at3g23000	ppi	symmetrical	1.0	affirmative
at1g21240	at3g61260	ppi	symmetrical	0.0	affirmative
at3g04430	at3g43810	ppi	symmetrical	1.0	affirmative
at3g12180	at3g13710	ppi	symmetrical	1.0	affirmative
at5g08139	at5g67280	ppi	symmetrical	1.0	affirmative
at2g16250	at5g66830	ppi	symmetrical	1.0	affirmative
at1g17280	at2g42770	ppi	symmetrical	1.0	affirmative
at3g45640	at5g50480	phosphorylation	asymmetrical	1.0	affirmative
at5g21274	at5g66790	ppi	symmetrical	1.0	affirmative
at4g22830	at5g63030	ppi	symmetrical	1.0	affirmative
at2g43790	at1g18080	regulation	asymmetrical	1.0	affirmative
at1g21240	at5g25260	ppi	symmetrical	1.0	affirmative
at3g01090	at1g69530	regulation	asymmetrical	1.0	affirmative
at2g40890	at5g66680	ppi	symmetrical	1.0	affirmative
at2g18170	at1g72050	phosphorylation	asymmetrical	1.0	affirmative
at2g43790	at2g35530	phosphorylation	asymmetrical	1.0	affirmative
at3g02150	at5g39340	ppi	symmetrical	1.0	affirmative
at2g01770	at4g35580	ppi	symmetrical	1.0	affirmative
at3g51920	at5g48670	ppi	symmetrical	1.55206211	affirmative
at4g13345	at5g41600	ppi	symmetrical	1.0	affirmative
at1g50290	at4g14455	ppi	symmetrical	0.0	affirmative
at1g16560	at3g18800	ppi	symmetrical	1.0	affirmative
at3g06590	at3g49580	ppi	symmetrical	1.0	affirmative
at1g21240	at1g29060	ppi	symmetrical	1.0	affirmative
at4g33260	at5g05510	ppi	symmetrical	1.0	affirmative
at5g47410	at5g49540	ppi	symmetrical	1.0	affirmative
at1g27700	at4g30850	ppi	symmetrical	1.0	affirmative
at1g21240	at1g24440	ppi	symmetrical	1.0	affirmative
at3g20600	at4g39350	ppi	symmetrical	1.0	affirmative
at1g78300	at2g42590	ppi	symmetrical	1.0	affirmative
at1g63120	at4g31330	ppi	symmetrical	1.0	affirmative
at3g48890	at4g15380	ppi	symmetrical	1.0	affirmative
at1g63110	at5g66680	ppi	symmetrical	1.0	affirmative
at4g18780	at5g41940	ppi	symmetrical	1.0	affirmative
at2g36530	at4g19700	ppi	symmetrical	1.0	affirmative
at2g26180	at5g11870	ppi	symmetrical	1.0	affirmative
at2g41050	at5g42980	ppi	symmetrical	1.0	affirmative
at4g20790	at4g29330	ppi	symmetrical	1.0	affirmative
at2g39480	at4g13530	ppi	symmetrical	1.0	affirmative
at1g09530	at5g13930	positive_regulation	asymmetrical	1.0	affirmative
at1g05580	at3g45640	ppi	symmetrical	1.0	affirmative
at3g59790	at1g09770	phosphorylation	asymmetrical	1.0	affirmative
at1g17280	at5g07490	ppi	symmetrical	1.0	affirmative
at3g01770	at4g16143	ppi	symmetrical	1.0	affirmative
at1g15150	at4g38690	ppi	symmetrical	1.0	affirmative
at3g13175	at4g30845	ppi	symmetrical	1.0	affirmative
at2g40460	at4g20790	ppi	symmetrical	0.0	affirmative
at4g20790	at5g66830	ppi	symmetrical	1.0	affirmative
at1g09580	at4g20790	ppi	symmetrical	1.0	affirmative
at5g01840	at5g41410	ppi	symmetrical	1.0	affirmative
at2g03760	at4g13640	ppi	symmetrical	1.0	affirmative
at5g11890	at5g63710	ppi	symmetrical	1.0	affirmative
at5g13790	at2g39010	inhibition	asymmetrical	1.2359875445	affirmative
at5g12480	at5g41800	ppi	symmetrical	1.0	affirmative
at1g18520	at5g52420	ppi	symmetrical	1.0	affirmative
at3g25805	at5g55330	ppi	symmetrical	1.0	affirmative
at4g37680	at5g48380	ppi	symmetrical	1.0	affirmative
at1g75390	at3g62420	ppi	symmetrical	1.0	affirmative
at1g72300	at2g26180	ppi	symmetrical	1.0	affirmative
at1g21240	at4g13510	ppi	symmetrical	1.4293884985	affirmative
at2g18290	at3g48150	ppi	symmetrical	1.0	affirmative
at2g24180	at4g28330	ppi	symmetrical	1.2875353165	affirmative
at3g45240	at3g29160	positive_regulation	asymmetrical	1.0	affirmative
at5g11740	at5g35750	ppi	symmetrical	1.0	affirmative
at3g48260	at5g58560	ppi	symmetrical	1.0	affirmative
at1g59730	at3g16180	ppi	symmetrical	1.0	affirmative
at1g18520	at4g30850	ppi	symmetrical	1.0	affirmative
at1g07650	at3g26370	ppi	symmetrical	1.0	affirmative
at1g57550	at4g30500	ppi	symmetrical	1.0	affirmative
at4g08500	at4g01370	regulation	asymmetrical	1.0	affirmative
at1g59580	at1g35460	phosphorylation	asymmetrical	1.0	affirmative
at2g41100	at4g34380	ppi	symmetrical	2.619648519	affirmative
at3g12180	at5g23450	ppi	symmetrical	1.0	affirmative
at2g23290	at4g02770	ppi	symmetrical	1.0	affirmative
at1g24400	at1g80865	ppi	symmetrical	1.0	affirmative
at1g17280	at2g24630	ppi	symmetrical	1.0	affirmative
at2g38050	at3g13175	ppi	symmetrical	1.0	affirmative
at1g47640	at5g35870	ppi	symmetrical	1.0	affirmative
at1g76185	at4g30500	ppi	symmetrical	1.0	affirmative
at1g08320	at1g66410	ppi	symmetrical	1.0	affirmative
at1g29060	at4g29330	ppi	symmetrical	1.0	affirmative
at1g11890	at2g22425	ppi	symmetrical	1.0	affirmative
at1g18150	at4g26270	phosphorylation	asymmetrical	1.0	affirmative
at4g23680	at5g22310	ppi	symmetrical	1.0	affirmative
at3g48750	at4g04020	ppi	symmetrical	1.0	affirmative
at3g28920	at4g24660	ppi	symmetrical	0.0	affirmative
at1g65690	at3g06170	ppi	symmetrical	1.3016236145	affirmative
at2g47700	at5g15840	ppi	symmetrical	1.0	affirmative
at1g71190	at2g41400	ppi	symmetrical	1.0	affirmative
at1g17280	at4g38830	ppi	symmetrical	1.0	affirmative
at3g13710	at3g53180	ppi	symmetrical	1.0	affirmative
at3g08040	at5g49770	ppi	symmetrical	1.0	affirmative
at3g03210	at5g35870	ppi	symmetrical	1.0	affirmative
at3g20600	at5g11800	ppi	symmetrical	1.0	affirmative
at1g47670	at2g35520	ppi	symmetrical	1.0	affirmative
