source	target	interaction	symmetry	weight	negation
at2g20180	at4g12730	inhibition	asymmetrical	1.33941914	affirmative
at2g43420	at5g13720	ppi	symmetrical	1.0	affirmative
at3g51180	at3g54230	ppi	symmetrical	1.0	affirmative
at5g13580	at5g49540	ppi	symmetrical	1.0	affirmative
at3g21090	at5g49540	ppi	symmetrical	1.0	affirmative
at1g63120	at1g71330	ppi	symmetrical	1.0	affirmative
at1g29060	at5g58150	ppi	symmetrical	1.0	affirmative
at1g54060	at5g02870	ppi	symmetrical	1.0	affirmative
at3g42640	at5g63030	ppi	symmetrical	1.0	affirmative
at1g52550	at3g12180	ppi	symmetrical	1.0	affirmative
at1g70210	at5g02470	ppi	symmetrical	1.0	affirmative
at2g36430	at3g18800	ppi	symmetrical	1.0	affirmative
at3g08040	at4g14420	ppi	symmetrical	1.0	affirmative
at2g38120	at3g66654	ppi	symmetrical	1.0	affirmative
at1g20930	at2g27970	ppi	symmetrical	1.0	affirmative
at1g06510	at1g54770	ppi	symmetrical	1.0	affirmative
at1g66410	at3g58120	ppi	symmetrical	1.0	affirmative
at3g03210	at5g01550	ppi	symmetrical	1.0	affirmative
at3g30180	at4g19700	ppi	symmetrical	1.0	affirmative
at5g19700	at5g49540	ppi	symmetrical	1.0	affirmative
at1g14340	at4g30490	ppi	symmetrical	1.0	affirmative
at1g17280	at4g00430	ppi	symmetrical	1.0	affirmative
at4g14455	at4g23210	ppi	symmetrical	1.0	affirmative
at5g11260	at1g68620	positive_regulation	asymmetrical	1.0	affirmative
at4g19210	at5g03415	ppi	symmetrical	1.0	affirmative
at3g47780	at4g37680	ppi	symmetrical	1.0	affirmative
at3g54020	at4g32650	ppi	symmetrical	1.0	affirmative
at1g32410	at3g66654	ppi	symmetrical	1.0	affirmative
at2g01680	at4g04480	ppi	symmetrical	1.0	affirmative
at2g21160	at4g14480	ppi	symmetrical	1.0	affirmative
at4g04750	at4g20790	ppi	symmetrical	0.0	affirmative
at3g12180	at5g61570	ppi	symmetrical	1.0	affirmative
at3g25805	at5g39040	ppi	symmetrical	1.0	affirmative
at4g23090	at5g63710	ppi	symmetrical	1.0	affirmative
at1g34640	at1g69460	ppi	symmetrical	0.0	affirmative
at1g12110	at3g18800	ppi	symmetrical	1.0	affirmative
at5g06100	at5g10840	ppi	symmetrical	1.0	affirmative
at3g51300	at5g19560	ppi	symmetrical	1.0	affirmative
at1g08920	at1g29060	ppi	symmetrical	1.0	affirmative
at2g18790	at5g35840	ppi	symmetrical	1.0	affirmative
at3g19300	at3g54140	ppi	symmetrical	1.0	affirmative
at2g17972	at3g26200	ppi	symmetrical	1.0	affirmative
at4g13020	at5g21274	ppi	symmetrical	1.0	affirmative
at3g12180	at4g13510	ppi	symmetrical	1.4293884985	affirmative
at1g35670	at1g45249	phosphorylation	asymmetrical	1.0	affirmative
at1g70700	at3g27960	ppi	symmetrical	1.0	affirmative
at1g78290	at1g45249	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at5g14760	inhibition	asymmetrical	1.0	affirmative
at1g19800	at2g36305	ppi	symmetrical	1.0	affirmative
at2g43790	at5g27050	phosphorylation	asymmetrical	1.0	affirmative
at4g36180	at5g59650	ppi	symmetrical	1.0	affirmative
at1g11450	at1g17280	ppi	symmetrical	1.0	affirmative
at1g65690	at5g11800	ppi	symmetrical	1.0	affirmative
at3g13950	at4g30850	ppi	symmetrical	1.0	affirmative
at2g20180	at1g10230	inhibition	asymmetrical	1.0	affirmative
at1g78995	at5g25752	ppi	symmetrical	1.0	affirmative
at1g50290	at4g20790	ppi	symmetrical	0.0	affirmative
at1g72460	at5g50090	ppi	symmetrical	1.0	affirmative
at2g29410	at2g41705	ppi	symmetrical	1.0	affirmative
at3g26744	at5g53210	ppi	symmetrical	1.0	affirmative
at2g32950	at4g18130	ppi	symmetrical	1.0	affirmative
at3g18490	at5g42980	ppi	symmetrical	0.0	affirmative
at1g57550	at3g66654	ppi	symmetrical	1.0	affirmative
at1g17280	at2g01970	ppi	symmetrical	1.0	affirmative
at3g06030	at5g21274	ppi	symmetrical	1.0	affirmative
at2g23760	at2g27220	ppi	symmetrical	1.0	affirmative
at1g10090	at4g14455	ppi	symmetrical	1.0	affirmative
at1g65690	at2g19190	ppi	symmetrical	1.3016236145	affirmative
at1g59560	at3g25805	ppi	symmetrical	1.0	affirmative
at2g30505	at5g66830	ppi	symmetrical	1.0	affirmative
at2g20180	at1g75410	inhibition	asymmetrical	1.0	affirmative
at2g30490	at3g44930	ppi	symmetrical	1.0	affirmative
at2g16860	at5g27370	ppi	symmetrical	1.0	affirmative
at3g19100	at5g21274	ppi	symmetrical	1.0	affirmative
at3g07540	at3g48260	ppi	symmetrical	0.0	affirmative
at1g44110	at1g70210	ppi	symmetrical	1.0	affirmative
at3g50500	at5g57050	ppi	symmetrical	1.0	affirmative
at1g74370	at1g77350	ppi	symmetrical	1.0	affirmative
at1g53310	at1g78300	ppi	symmetrical	1.0	affirmative
at2g47210	at3g27960	ppi	symmetrical	1.0	affirmative
at2g25000	at3g27420	ppi	symmetrical	1.0	affirmative
at2g44930	at4g04860	ppi	symmetrical	1.0	affirmative
at1g10090	at3g54180	ppi	symmetrical	1.0	affirmative
at1g65985	at3g20240	ppi	symmetrical	1.0	affirmative
at1g17840	at2g26180	ppi	symmetrical	1.0	affirmative
at1g11000	at2g43850	ppi	symmetrical	1.0	affirmative
at2g19190	at4g30850	ppi	symmetrical	1.0	affirmative
at2g29180	at5g06100	ppi	symmetrical	1.0	affirmative
at5g20900	at5g46760	ppi	symmetrical	1.0	affirmative
at1g51660	at3g54640	regulation	asymmetrical	1.0	affirmative
at3g19100	at4g14455	ppi	symmetrical	1.0	affirmative
at1g57980	at1g63120	ppi	symmetrical	1.0	affirmative
at1g10210	at5g13790	phosphorylation	asymmetrical	1.0	affirmative
at1g42560	at4g37680	ppi	symmetrical	1.0	affirmative
at4g34460	at5g22290	ppi	symmetrical	1.0	affirmative
at3g06470	at4g37370	ppi	symmetrical	1.0	affirmative
at3g18800	at4g26580	ppi	symmetrical	1.0	affirmative
at5g06320	at5g43420	ppi	symmetrical	1.0	affirmative
at2g43690	at4g05370	ppi	symmetrical	1.0	affirmative
at2g27030	at4g31550	ppi	symmetrical	1.0	affirmative
at3g48750	at1g07370	regulation	asymmetrical	1.0	affirmative
at3g17000	at3g17840	ppi	symmetrical	1.0	affirmative
at2g43790	at3g07350	phosphorylation	asymmetrical	1.0	affirmative
at1g11350	at2g16030	ppi	symmetrical	1.0	affirmative
at2g20180	at3g43720	inhibition	asymmetrical	1.0	affirmative
at1g29060	at5g07475	ppi	symmetrical	1.0	affirmative
at3g54020	at4g36820	ppi	symmetrical	1.0	affirmative
at5g13790	at1g71400	inhibition	asymmetrical	1.0	affirmative
at2g41090	at3g23310	ppi	symmetrical	1.3502549295	affirmative
at1g16560	at5g63030	ppi	symmetrical	1.0	affirmative
at1g29060	at4g27420	ppi	symmetrical	1.0	affirmative
at1g10030	at1g27300	ppi	symmetrical	1.0	affirmative
at3g42640	at4g35950	ppi	symmetrical	1.0	affirmative
at3g29270	at4g24990	ppi	symmetrical	1.0	affirmative
at4g01370	at4g08170	phosphorylation	asymmetrical	1.0	affirmative
at4g08040	at5g65800	ppi	symmetrical	1.0	affirmative
at2g31985	at3g63210	ppi	symmetrical	0.0	affirmative
at1g29060	at1g62950	ppi	symmetrical	1.0	affirmative
at4g17680	at5g65683	ppi	symmetrical	1.0	affirmative
at1g80865	at4g23640	ppi	symmetrical	1.0	affirmative
at2g33120	at5g49540	ppi	symmetrical	1.0	affirmative
at2g45920	at2g46550	ppi	symmetrical	1.0	affirmative
at1g13580	at5g49540	ppi	symmetrical	1.0	affirmative
at1g21240	at1g30320	ppi	symmetrical	1.0	affirmative
at3g14760	at5g03545	ppi	symmetrical	1.0	affirmative
at4g04510	at5g62850	ppi	symmetrical	1.0	affirmative
at1g80865	at3g26170	ppi	symmetrical	1.0	affirmative
at3g13175	at3g56950	ppi	symmetrical	1.0	affirmative
at2g29100	at5g56040	ppi	symmetrical	1.0	affirmative
at2g18170	at2g38300	phosphorylation	asymmetrical	1.0	affirmative
at3g12180	at5g16590	ppi	symmetrical	1.0	affirmative
at4g30850	at5g49760	ppi	symmetrical	1.0	affirmative
at1g29060	at4g02725	ppi	symmetrical	1.0	affirmative
at5g11980	at5g49210	ppi	symmetrical	1.0	affirmative
at4g02010	at4g34440	ppi	symmetrical	1.0	affirmative
at1g66750	at4g16143	ppi	symmetrical	1.0	affirmative
at2g33120	at3g26280	ppi	symmetrical	1.0	affirmative
at2g02960	at3g18800	ppi	symmetrical	1.0	affirmative
at3g46090	at5g14780	ppi	symmetrical	1.0	affirmative
at1g73690	at5g27620	ppi	symmetrical	1.0	affirmative
at1g15180	at3g23150	ppi	symmetrical	1.0	affirmative
at4g16143	at4g25660	ppi	symmetrical	1.0	affirmative
at2g22425	at4g39350	ppi	symmetrical	1.0	affirmative
at2g41705	at3g45290	ppi	symmetrical	1.7286282205	affirmative
at3g12180	at3g53210	ppi	symmetrical	1.0	affirmative
at2g26180	at3g15710	ppi	symmetrical	1.0	affirmative
at2g29100	at5g07475	ppi	symmetrical	1.0	affirmative
at2g20180	at5g20900	positive_regulation	asymmetrical	1.0	affirmative
at4g37680	at5g55930	ppi	symmetrical	1.0	affirmative
at2g04040	at4g14455	ppi	symmetrical	1.0	affirmative
at4g11330	at5g10940	phosphorylation	asymmetrical	1.0	affirmative
at1g74370	at3g17000	ppi	symmetrical	1.0	affirmative
at1g47230	at2g38620	ppi	symmetrical	1.0	affirmative
at2g41050	at3g66654	ppi	symmetrical	1.0	affirmative
at4g29080	at5g27030	ppi	symmetrical	1.0	affirmative
at2g20180	at1g11180	positive_regulation	asymmetrical	1.0	affirmative
at1g07860	at3g27770	ppi	symmetrical	1.0	affirmative
at1g59580	at1g75950	phosphorylation	asymmetrical	1.0	affirmative
at3g19260	at3g26110	ppi	symmetrical	1.1597421285	affirmative
at5g37050	at5g40380	ppi	symmetrical	1.0	affirmative
at2g25000	at4g22720	ppi	symmetrical	1.0	affirmative
at1g59580	at5g66320	phosphorylation	asymmetrical	1.0	affirmative
at2g39660	at5g38970	regulation	asymmetrical	1.0	affirmative
at3g47620	at5g28900	ppi	symmetrical	1.0	affirmative
at1g69460	at4g30850	ppi	symmetrical	1.0	affirmative
at2g20180	at1g51500	inhibition	asymmetrical	1.0	affirmative
at2g16250	at3g12180	ppi	symmetrical	1.0	affirmative
at3g01300	at3g22960	ppi	symmetrical	1.0	affirmative
at3g02880	at3g51920	ppi	symmetrical	1.55206211	affirmative
at3g45640	at5g41200	phosphorylation	asymmetrical	1.0	affirmative
at2g26180	at3g07525	ppi	symmetrical	1.0	affirmative
at2g42580	at4g23670	ppi	symmetrical	1.0	affirmative
at3g20600	at5g60320	ppi	symmetrical	1.0	affirmative
at4g39030	at5g49540	ppi	symmetrical	1.0	affirmative
at2g16850	at4g00430	ppi	symmetrical	1.0	affirmative
at4g39030	at5g37050	ppi	symmetrical	1.0	affirmative
at2g18170	at1g30480	phosphorylation	asymmetrical	1.0	affirmative
at5g03345	at5g58560	ppi	symmetrical	1.0	affirmative
at2g18170	at3g50890	phosphorylation	asymmetrical	1.0	affirmative
at2g37940	at3g66654	ppi	symmetrical	1.0	affirmative
at1g14020	at3g29270	ppi	symmetrical	1.0	affirmative
at3g27770	at4g37680	ppi	symmetrical	1.0	affirmative
at3g55090	at4g14690	ppi	symmetrical	1.0	affirmative
at2g22425	at2g43690	ppi	symmetrical	1.0	affirmative
at3g20600	at3g49190	ppi	symmetrical	1.0	affirmative
at3g59790	at1g28310	phosphorylation	asymmetrical	1.0	affirmative
at2g16250	at4g20790	ppi	symmetrical	1.0	affirmative
at2g02560	at5g61010	ppi	symmetrical	1.304133225	affirmative
at1g32210	at3g12180	ppi	symmetrical	1.0	affirmative
at1g07650	at1g65690	ppi	symmetrical	1.0	affirmative
at4g30850	at5g49950	ppi	symmetrical	1.0	affirmative
at1g79680	at2g41400	ppi	symmetrical	1.0	affirmative
at1g52155	at5g49540	ppi	symmetrical	1.0	affirmative
at3g08040	at5g57685	ppi	symmetrical	1.0	affirmative
at1g63110	at5g56040	ppi	symmetrical	1.0	affirmative
at1g21870	at3g12180	ppi	symmetrical	1.0	affirmative
at1g34640	at2g36430	ppi	symmetrical	0.0	affirmative
at2g20180	at4g03150	positive_regulation	asymmetrical	1.0	affirmative
at3g16050	at5g01410	ppi	symmetrical	1.0	affirmative
at3g18800	at4g23220	ppi	symmetrical	2.0247632165000002	affirmative
at5g21920	at5g55290	ppi	symmetrical	1.0	affirmative
at5g51600	at5g55230	ppi	symmetrical	1.0	affirmative
at3g45870	at4g30850	ppi	symmetrical	1.0	affirmative
at1g73190	at4g19030	ppi	symmetrical	1.0	affirmative
at1g45145	at4g04540	ppi	symmetrical	1.0	affirmative
at3g53190	at4g37680	ppi	symmetrical	1.0	affirmative
at1g47640	at1g66340	ppi	symmetrical	1.0	affirmative
at3g24460	at4g20790	ppi	symmetrical	1.0	affirmative
at1g30080	at4g04570	ppi	symmetrical	1.0	affirmative
at3g01550	at5g06320	ppi	symmetrical	0.0	affirmative
at2g01275	at3g03210	ppi	symmetrical	1.0	affirmative
at4g22730	at5g37050	ppi	symmetrical	1.0	affirmative
at2g22425	at5g52050	ppi	symmetrical	1.0	affirmative
at1g70760	at2g13610	ppi	symmetrical	1.0	affirmative
at3g54140	at4g30500	ppi	symmetrical	1.0	affirmative
at2g04050	at2g22425	ppi	symmetrical	1.0	affirmative
at3g42640	at5g52420	ppi	symmetrical	1.0	affirmative
at2g39100	at3g48150	ppi	symmetrical	1.0	affirmative
at5g11890	at5g35870	ppi	symmetrical	1.0	affirmative
at1g12750	at4g19030	ppi	symmetrical	1.0	affirmative
at1g06510	at2g32840	ppi	symmetrical	1.0	affirmative
at3g08040	at5g47410	ppi	symmetrical	1.0	affirmative
at1g12840	at5g41990	ppi	symmetrical	1.0	affirmative
at3g17860	at5g14760	ppi	symmetrical	1.0	affirmative
at1g29060	at1g52190	ppi	symmetrical	1.0	affirmative
at5g19410	at5g37050	ppi	symmetrical	1.0	affirmative
at2g43790	at5g40120	phosphorylation	asymmetrical	1.0	affirmative
at4g36850	at5g37050	ppi	symmetrical	1.0	affirmative
at3g54610	at5g51850	ppi	symmetrical	0.0	affirmative
at1g66410	at5g55690	ppi	symmetrical	1.0	affirmative
at1g29060	at4g04525	ppi	symmetrical	1.0	affirmative
at3g13175	at4g14480	ppi	symmetrical	1.0	affirmative
at1g34640	at4g16620	ppi	symmetrical	1.0	affirmative
at3g29270	at5g49540	ppi	symmetrical	1.0	affirmative
at4g13266	at5g37050	ppi	symmetrical	1.0	affirmative
at1g61610	at1g65690	ppi	symmetrical	1.0	affirmative
at2g26180	at5g19570	ppi	symmetrical	1.0	affirmative
at3g54620	at5g49450	ppi	symmetrical	1.0	affirmative
at1g77180	at5g13840	ppi	symmetrical	1.0	affirmative
at1g54770	at5g24660	ppi	symmetrical	1.0	affirmative
at5g67380	at2g34650	regulation	asymmetrical	1.0	affirmative
at5g19080	at5g41700	ppi	symmetrical	1.0	affirmative
at5g10360	at5g65210	ppi	symmetrical	1.0	affirmative
at1g35160	at2g26900	ppi	symmetrical	1.0	affirmative
at3g12180	at5g27370	ppi	symmetrical	1.0	affirmative
at1g15610	at4g14455	ppi	symmetrical	1.0	affirmative
at3g13175	at3g62400	ppi	symmetrical	1.0	affirmative
at1g69850	at4g05370	ppi	symmetrical	1.0	affirmative
at5g47180	at5g49990	ppi	symmetrical	1.0	affirmative
at1g34760	at1g78300	ppi	symmetrical	1.0	affirmative
at2g38290	at4g18780	ppi	symmetrical	1.0	affirmative
at1g63110	at4g03600	ppi	symmetrical	1.0	affirmative
at1g48480	at4g37680	ppi	symmetrical	1.0	affirmative
at1g10210	at1g28310	phosphorylation	asymmetrical	1.0	affirmative
at2g15910	at4g28230	ppi	symmetrical	1.0	affirmative
at1g36050	at2g26180	ppi	symmetrical	1.0	affirmative
at1g71900	at4g37680	ppi	symmetrical	1.0	affirmative
at3g03210	at4g36180	ppi	symmetrical	1.0	affirmative
at2g20180	at1g19680	positive_regulation	asymmetrical	1.0	affirmative
at2g41705	at5g42440	ppi	symmetrical	1.0	affirmative
at1g80865	at4g31340	ppi	symmetrical	1.0	affirmative
at2g26180	at3g08930	ppi	symmetrical	1.0	affirmative
at2g26180	at3g61260	ppi	symmetrical	0.0	affirmative
at1g74740	at3g03210	ppi	symmetrical	1.0	affirmative
at2g38620	at4g38900	ppi	symmetrical	1.0	affirmative
at2g20180	at1g01610	inhibition	asymmetrical	1.0	affirmative
at2g01760	at2g47710	ppi	symmetrical	1.0	affirmative
at1g75020	at4g01010	ppi	symmetrical	1.0	affirmative
at2g38330	at2g41705	ppi	symmetrical	1.0	affirmative
at3g59790	at3g12280	phosphorylation	asymmetrical	1.0	affirmative
at1g27290	at4g13266	ppi	symmetrical	1.0	affirmative
at3g51920	at5g39810	ppi	symmetrical	1.55206211	affirmative
at1g05640	at5g42980	ppi	symmetrical	1.0	affirmative
at2g22425	at5g38660	ppi	symmetrical	1.0	affirmative
at1g59730	at2g29250	ppi	symmetrical	1.0	affirmative
at2g41400	at5g64870	ppi	symmetrical	1.0	affirmative
at5g35750	at5g42080	ppi	symmetrical	1.0	affirmative
at4g22130	at5g49540	ppi	symmetrical	1.0	affirmative
at1g06510	at4g20300	ppi	symmetrical	1.0	affirmative
at3g12180	at3g52190	ppi	symmetrical	1.0	affirmative
at1g22920	at3g16980	ppi	symmetrical	1.0	affirmative
at1g03130	at5g61010	ppi	symmetrical	1.304133225	affirmative
at4g34440	at5g25752	ppi	symmetrical	1.0	affirmative
at2g23093	at5g37050	ppi	symmetrical	1.0	affirmative
at3g43810	atmg00870	ppi	symmetrical	1.0	affirmative
at2g04040	at4g30850	ppi	symmetrical	1.0	affirmative
at1g63120	at2g20300	ppi	symmetrical	1.0	affirmative
at1g63430	at3g08040	ppi	symmetrical	1.0	affirmative
at3g47960	at5g37050	ppi	symmetrical	1.0	affirmative
at1g17280	at1g67510	ppi	symmetrical	1.0	affirmative
at1g66410	at2g28380	ppi	symmetrical	1.0	affirmative
at1g33490	at5g06320	ppi	symmetrical	1.0	affirmative
at3g62560	at4g31840	ppi	symmetrical	1.0	affirmative
at5g10020	at5g12480	ppi	symmetrical	1.0	affirmative
at1g71900	at4g30850	ppi	symmetrical	1.0	affirmative
at3g51920	at5g23450	ppi	symmetrical	1.55206211	affirmative
at2g27030	at2g30590	ppi	symmetrical	1.0	affirmative
at1g07660	at3g19590	ppi	symmetrical	1.0	affirmative
at1g13520	at2g42490	ppi	symmetrical	1.0	affirmative
at2g05830	at4g05190	ppi	symmetrical	1.0	affirmative
at1g14020	at5g08050	ppi	symmetrical	1.0	affirmative
at2g36010/at5g02470	at2g24970	positive_regulation	asymmetrical	1.0	affirmative
at1g63110	at4g26770	ppi	symmetrical	1.0	affirmative
at1g68380	at5g21274	ppi	symmetrical	1.0	affirmative
at3g08930	at5g63030	ppi	symmetrical	1.0	affirmative
at2g37180	at3g54820	ppi	symmetrical	1.0	affirmative
at2g46890	at4g23270	ppi	symmetrical	1.0	affirmative
at5g41800	at5g52420	ppi	symmetrical	1.0	affirmative
at4g17615	at5g01810	ppi	symmetrical	1.0	affirmative
at1g55230	at4g04850	ppi	symmetrical	1.0	affirmative
at3g13175	at3g19100	ppi	symmetrical	1.0	affirmative
at1g74380	at4g39950	ppi	symmetrical	1.0	affirmative
at1g21870	at2g22425	ppi	symmetrical	1.0	affirmative
at1g44110	at5g07300	ppi	symmetrical	1.0	affirmative
at1g27700	at4g19030	ppi	symmetrical	1.0	affirmative
at3g56240	at5g44790	ppi	symmetrical	1.0	affirmative
at1g17280	at5g47420	ppi	symmetrical	1.0	affirmative
at1g57680	at1g63120	ppi	symmetrical	1.0	affirmative
at2g38230	at3g16050	ppi	symmetrical	1.0	affirmative
at1g58340	at2g27290	ppi	symmetrical	1.0	affirmative
at2g23430	at2g27970	ppi	symmetrical	1.0	affirmative
at2g41705	at4g16620	ppi	symmetrical	1.0	affirmative
at4g30960	at4g30080	regulation	asymmetrical	1.0	affirmative
at2g23080	at5g02810	regulation	asymmetrical	1.0	affirmative
at2g36420	at4g09570	ppi	symmetrical	1.0	affirmative
at4g35950	at5g03180	ppi	symmetrical	1.0	affirmative
at3g11830	at4g22910	ppi	symmetrical	1.0	affirmative
at5g13790	at3g04730	positive_regulation	asymmetrical	1.0	affirmative
at1g32230	at5g61270	ppi	symmetrical	1.0	affirmative
at3g59420	at5g58290	ppi	symmetrical	1.0	affirmative
at3g10640	at5g16150	ppi	symmetrical	1.0	affirmative
at2g01950	at5g14920	ppi	symmetrical	1.0	affirmative
at1g15900	at1g63120	ppi	symmetrical	1.0	affirmative
at4g23650	at5g21274	ppi	symmetrical	1.0	affirmative
at3g48750	at1g77390	positive_regulation	asymmetrical	1.0	affirmative
at1g02690	at2g23290	ppi	symmetrical	1.0	affirmative
at1g57990	at1g80865	ppi	symmetrical	1.0	affirmative
at3g43810	at4g36250	ppi	symmetrical	1.0	affirmative
at1g14700	at3g57070	ppi	symmetrical	1.0	affirmative
at3g45640	at4g22300	phosphorylation	asymmetrical	1.0	affirmative
at1g14390	at4g20790	ppi	symmetrical	1.0	affirmative
at1g07860	at5g01960	ppi	symmetrical	1.0	affirmative
at3g18800	at5g19700	ppi	symmetrical	1.0	affirmative
at4g23400	at5g61630	ppi	symmetrical	1.0	affirmative
at2g20180	at5g14240	positive_regulation	asymmetrical	1.0	affirmative
at3g03050	at3g12180	ppi	symmetrical	1.0	affirmative
at2g20180	at3g20250	positive_regulation	asymmetrical	1.0	affirmative
at2g25310	at4g14455	ppi	symmetrical	1.0	affirmative
at3g03210	at5g62850	ppi	symmetrical	1.0	affirmative
at4g13530	at5g52240	ppi	symmetrical	1.0	affirmative
at4g23640	at5g37050	ppi	symmetrical	1.0	affirmative
at1g29120	at3g01670	ppi	symmetrical	1.0	affirmative
at1g14700	at5g58560	ppi	symmetrical	1.0	affirmative
at1g11350	at1g17280	ppi	symmetrical	1.0	affirmative
at1g63650	at1g71030	ppi	symmetrical	1.0	affirmative
at1g29720	at3g12180	ppi	symmetrical	1.0	affirmative
at1g49200	at4g37680	ppi	symmetrical	1.0	affirmative
at1g02380	at1g34640	ppi	symmetrical	1.0	affirmative
at4g02150	at4g25660	ppi	symmetrical	1.0	affirmative
at1g01230	at3g17000	ppi	symmetrical	1.0	affirmative
at4g34440	at5g65660	ppi	symmetrical	1.0	affirmative
at4g01420	at5g24270	ppi	symmetrical	1.2191732735	affirmative
at3g29270	at4g26770	ppi	symmetrical	1.0	affirmative
at1g15150	at3g66654	ppi	symmetrical	1.0	affirmative
at5g23660	at5g37050	ppi	symmetrical	1.0	affirmative
at2g32840	at5g24660	ppi	symmetrical	1.0	affirmative
at2g39700	at4g08950	ppi	symmetrical	1.0	affirmative
at1g01560	at3g26830	regulation	asymmetrical	1.0	affirmative
at2g47060	at3g25250	ppi	symmetrical	1.0	affirmative
at1g70520	at3g17000	ppi	symmetrical	1.3880005005	affirmative
at1g21240	at3g26780	ppi	symmetrical	1.0	affirmative
at1g26180	at2g41400	ppi	symmetrical	1.0	affirmative
at4g28210	at5g59650	ppi	symmetrical	1.0	affirmative
at2g47730	at5g42980	ppi	symmetrical	1.196600305	affirmative
at1g04340	at3g26200	ppi	symmetrical	1.0	affirmative
at2g26180	at3g14760	ppi	symmetrical	1.0	affirmative
at1g30360	at4g30850	ppi	symmetrical	1.0	affirmative
at1g30860	at2g01250	ppi	symmetrical	1.0	affirmative
at1g04360	at5g37050	ppi	symmetrical	1.0	affirmative
at1g49850	at3g08530	ppi	symmetrical	1.0	affirmative
at1g68380	at3g26370	ppi	symmetrical	1.0	affirmative
at2g35500	at3g49580	ppi	symmetrical	1.0	affirmative
at1g31812	at3g53510	ppi	symmetrical	1.0	affirmative
at1g53390	at1g70520	ppi	symmetrical	1.3880005005	affirmative
at5g17210	at5g52240	ppi	symmetrical	1.0	affirmative
at3g46580	at5g59380	ppi	symmetrical	1.0	affirmative
at4g20790	at5g51160	ppi	symmetrical	1.0	affirmative
at4g04570	at5g53390	ppi	symmetrical	1.0	affirmative
at2g22425	at2g25890	ppi	symmetrical	1.0	affirmative
at2g38300	at5g65210	ppi	symmetrical	1.0	affirmative
at4g35310	at1g35140	regulation	asymmetrical	1.0	affirmative
at1g09415	at1g64280	ppi	symmetrical	1.0	affirmative
at1g47640	at5g64560	ppi	symmetrical	1.0	affirmative
at1g65690	at2g29180	ppi	symmetrical	1.3016236145	affirmative
at2g35910	at4g05370	ppi	symmetrical	1.0	affirmative
at5g19570	at5g49540	ppi	symmetrical	1.0	affirmative
at2g23200	at2g26180	ppi	symmetrical	1.0	affirmative
at1g71110	at3g26370	ppi	symmetrical	1.0	affirmative
at4g21510	at5g42190	ppi	symmetrical	1.0	affirmative
at5g13400	at5g52860	ppi	symmetrical	1.0	affirmative
at3g20110	at3g43810	ppi	symmetrical	1.0	affirmative
at2g35710	at2g41705	ppi	symmetrical	1.0	affirmative
at1g14700	at3g46280	ppi	symmetrical	1.0	affirmative
at2g37330	at3g25805	ppi	symmetrical	1.0	affirmative
at3g17000	at3g53210	ppi	symmetrical	1.0	affirmative
at2g20180	at3g05120	positive_regulation	asymmetrical	1.0	affirmative
at3g63200	at4g19030	ppi	symmetrical	0.0	affirmative
at2g13790	at4g37650	regulation	asymmetrical	1.509167421	affirmative
at5g25752	at5g56040	ppi	symmetrical	1.0	affirmative
at1g18040	at4g04020	ppi	symmetrical	1.0	affirmative
at3g45640	at4g25770	phosphorylation	asymmetrical	1.0	affirmative
at1g59560	at5g49540	ppi	symmetrical	1.0	affirmative
at4g03820	at5g59650	ppi	symmetrical	1.0	affirmative
at4g37630	at5g25380	ppi	symmetrical	1.0	affirmative
at1g22920	at5g42300	ppi	symmetrical	1.0	affirmative
at3g45640	at2g26695	phosphorylation	asymmetrical	1.0	affirmative
at3g06190	at3g26090	ppi	symmetrical	1.0	affirmative
at5g49130	at5g49540	ppi	symmetrical	1.0	affirmative
at1g69600	at1g71050	ppi	symmetrical	1.0	affirmative
at1g67800	at3g13222	ppi	symmetrical	1.0	affirmative
at2g27970	at3g10525	ppi	symmetrical	1.0	affirmative
at2g26180	at4g32600	ppi	symmetrical	1.0	affirmative
at3g45290	at5g59650	ppi	symmetrical	1.7286282205	affirmative
at1g69850	at3g18800	ppi	symmetrical	1.0	affirmative
at1g09570	at2g02950	phosphorylation	asymmetrical	0.0	affirmative
at4g20790	at5g55290	ppi	symmetrical	1.0	affirmative
at3g20600	at4g29140	ppi	symmetrical	1.0	affirmative
at3g50910	at3g60360	ppi	symmetrical	1.0	affirmative
at1g18040	at3g24810	ppi	symmetrical	1.0	affirmative
at1g75410	at4g32040	ppi	symmetrical	1.0	affirmative
at2g20000	at4g33270	ppi	symmetrical	1.0	affirmative
at1g63120	at4g33940	ppi	symmetrical	1.0	affirmative
at4g29330	at5g63030	ppi	symmetrical	1.0	affirmative
at1g71330	at3g18800	ppi	symmetrical	1.0	affirmative
at2g20180	at5g61520	positive_regulation	asymmetrical	1.0	affirmative
at3g23000	at4g10850	ppi	symmetrical	1.0	affirmative
at1g01240	at5g18150	ppi	symmetrical	1.0	affirmative
at1g08920	at1g14700	ppi	symmetrical	1.0	affirmative
at1g72180	at1g80890	ppi	symmetrical	1.0	affirmative
at1g18660	at3g17860	ppi	symmetrical	1.0	affirmative
at3g28450	at3g43810	ppi	symmetrical	1.0	affirmative
at2g36410	at3g09980	ppi	symmetrical	1.0	affirmative
at1g06220	at3g18165	ppi	symmetrical	1.0	affirmative
at3g17620	at4g04570	ppi	symmetrical	1.0	affirmative
